extracted_text,llm_label,bioportal_prefLabel,ontology_uri,ontology,mapping_backend,mapping_error,chunk,start,end,source_pass,context,source_chunk_path
Pu,BrainRegionAbbreviation,Pu (fruit fly),http://purl.obolibrary.org/obo/FlyBase_FBgn0003162,PR,local,,chunk_005,10637,10639,llm_masked_pass,AP18 AP19 AP26 AP34 ALL AP18 AP19 AP26 AP34 ALL Pearsons correlation coefficient 0.0 0.2 0.4 0.6 Ca Pu NAc Ca Pu NAc Ca Pu Ca Pu GPe GPe GPi GPi STRd D1 Matrix STRd D2 Matrix STR D1D2 Hybrid STRd D1 Str,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
NAc,BrainRegionAbbreviation,Abnormal globus pallidus morphology,http://purl.obolibrary.org/obo/HP_0002453,UPHENO,local,,chunk_005,10640,10643,llm_masked_pass,8 AP19 AP26 AP34 ALL AP18 AP19 AP26 AP34 ALL Pearsons correlation coefficient 0.0 0.2 0.4 0.6 Ca Pu NAc Ca Pu NAc Ca Pu Ca Pu GPe GPe GPi GPi STRd D1 Matrix STRd D2 Matrix STR D1D2 Hybrid STRd D1 Strioso,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
basal ganglia,BrainRegion,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_005,10827,10840,llm_masked_pass,STRd D1 Striosome Main Figure 2 Main Figure 6 Figure S1. Figure S4. Figure S5. Figure S8. The basal ganglia Curr Biol Segregated basal ganglia output pathways correspond to genetically divergent neuronal s,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
basal ganglia output pathways,NeuralCircuit,basal ganglia diseases,http://sbmi.uth.tmc.edu/ontology/ochv#1717,OCHV,local,,chunk_005,10864,10893,llm_masked_pass,Figure 6 Figure S1. Figure S4. Figure S5. Figure S8. The basal ganglia Curr Biol Segregated basal ganglia output pathways correspond to genetically divergent neuronal subclasses Cell Rep Functional neuroanatomy of the b,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
neuronal subclasses,CellClass,Neuronal loss in basal ganglia,http://purl.obolibrary.org/obo/HP_0200147,HP,local,,chunk_005,10930,10949,llm_masked_pass,al ganglia Curr Biol Segregated basal ganglia output pathways correspond to genetically divergent neuronal subclasses Cell Rep Functional neuroanatomy of the basal ganglia. Cold Spring Harb Perspect Med 2 Transcrip,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
medium spiny neurons,CellType,Excitotoxicity Damage of Striatum Medium Spiny Neurons in Huntington Disease,urn:agi-pathway:uuid-eb0af87d-5e76-4826-9444-ee515e97051b,BPT,local,,chunk_005,11084,11104,llm_masked_pass,of the basal ganglia. Cold Spring Harb Perspect Med 2 Transcriptional and anatomical diversity of medium spiny neurons in the primate striatum Curr Biol A marmoset brain cell census reveals regional specialization of,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
primate striatum,BrainRegion,Excitotoxicity Damage of Striatum Medium Spiny Neurons in Huntington Disease,urn:agi-pathway:uuid-eb0af87d-5e76-4826-9444-ee515e97051b,BPT,local,,chunk_005,11112,11128,llm_masked_pass,Spring Harb Perspect Med 2 Transcriptional and anatomical diversity of medium spiny neurons in the primate striatum Curr Biol A marmoset brain cell census reveals regional specialization of cellular identities Sc,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
marmoset brain,BrainAnatomy,absent regional part of brain in the brain,http://purl.obolibrary.org/obo/UPHENO_0026424,UPHENO,local,,chunk_005,11143,11157,llm_masked_pass,nscriptional and anatomical diversity of medium spiny neurons in the primate striatum Curr Biol A marmoset brain cell census reveals regional specialization of cellular identities Sci Adv Direct and indirect pa,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Direct and indirect pathways of basal ganglia,NeuralCircuit,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_005,11235,11280,llm_masked_pass,Biol A marmoset brain cell census reveals regional specialization of cellular identities Sci Adv Direct and indirect pathways of basal ganglia: a critical reappraisal Nat Neurosci Basal ganglia: Uniting circuit logic between matrix and stri,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
matrix and striosome,BrainCompartments,s1103. Basal ganglia and related structures,http://who.int/icf#s1103,ICF,local,,chunk_005,11365,11385,llm_masked_pass,f basal ganglia: a critical reappraisal Nat Neurosci Basal ganglia: Uniting circuit logic between matrix and striosome Curr Biol Striosomes control dopamine via dual pathways paralleling canonical basal ganglia circu,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Striosomes,BrainCompartment,basal ganglia diseases,http://sbmi.uth.tmc.edu/ontology/ochv#1717,OCHV,local,,chunk_005,11398,11408,llm_masked_pass,raisal Nat Neurosci Basal ganglia: Uniting circuit logic between matrix and striosome Curr Biol Striosomes control dopamine via dual pathways paralleling canonical basal ganglia circuits Curr Biol Transcr,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
dopamine,Neurotransmitter,basal ganglia diseases,http://sbmi.uth.tmc.edu/ontology/ochv#1717,OCHV,local,,chunk_005,11417,11425,llm_masked_pass,i Basal ganglia: Uniting circuit logic between matrix and striosome Curr Biol Striosomes control dopamine via dual pathways paralleling canonical basal ganglia circuits Curr Biol Transcriptomic diversity,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
adult human brain,BrainAnatomy,Adult Brain Neoplasm,http://purl.obolibrary.org/obo/NCIT_C7710,OMCO,local,,chunk_005,11551,11568,llm_masked_pass,ling canonical basal ganglia circuits Curr Biol Transcriptomic diversity of cell types across the adult human brain Science A high-resolution transcriptomic and spatial atlas of cell types in the whole mouse brain,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
whole mouse brain,BrainAnatomy,brain cancer,http://purl.obolibrary.org/obo/DOID_1319,ODAE,local,,chunk_005,11651,11668,llm_masked_pass,adult human brain Science A high-resolution transcriptomic and spatial atlas of cell types in the whole mouse brain Nature Interneuron diversity in the human dorsal striatum Nat Commun Cell-Type-Specific Control,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
human dorsal striatum,BrainRegion,Striatum dorsal region,http://api.brain-map.org/api/v2/data/Structure/485,NPOKB,local,,chunk_005,11707,11728,llm_masked_pass,omic and spatial atlas of cell types in the whole mouse brain Nature Interneuron diversity in the human dorsal striatum Nat Commun Cell-Type-Specific Control of Brainstem Locomotor Circuits by Basal Ganglia Cell The,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Brainstem Locomotor Circuits,NeuralCircuit,Brainstem vertigo,http://purl.jp/bio/4/id/200906020730182241,IOBC,local,,chunk_005,11772,11800,llm_masked_pass,"ture Interneuron diversity in the human dorsal striatum Nat Commun Cell-Type-Specific Control of Brainstem Locomotor Circuits by Basal Ganglia Cell The Molecular, Cellular, and Systems-Level Structure of the Basal Ganglia",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
external globus pallidus,BrainRegion,Lateral globus pallidus,http://purl.org/sig/ont/fma/fma61839,FMA,local,,chunk_005,12347,12371,llm_masked_pass,of individuals with Tourette syndrome Proc Natl Acad Sci U S A Cell and circuit complexity of the external globus pallidus Nat Neurosci Transcriptional Networks Controlled by NKX2-1 in the Development of Forebrain GABAer,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
dorsal striatum,BrainRegion,Dorsal striatum,http://purl.org/sig/ont/fma/fma77620,FMA,local,,chunk_005,12618,12633,llm_masked_pass,ecializations among the Cells of the Adult Mouse Brain Cell External globus pallidus input to the dorsal striatum regulates habitual seeking behavior in male mice Nat Commun On the Role of Arkypallidal and Proto,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Arkypallidal and Prototypical Neurons,CellType,forebrain generation of neurons,http://purl.obolibrary.org/obo/GO_0021872,OFL,local,,chunk_005,12711,12748,llm_masked_pass,to the dorsal striatum regulates habitual seeking behavior in male mice Nat Commun On the Role of Arkypallidal and Prototypical Neurons for Phase Transitions in the External Pallidum J Neurosci Spatial Transcriptomics and In Situ Seq,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
External Pallidum,BrainRegion,Melanoma in situ of ear and external auricular canal,http://purl.bioontology.org/ontology/RCTV2/B828200,RCTV2,local,,chunk_005,12778,12795,llm_masked_pass,mice Nat Commun On the Role of Arkypallidal and Prototypical Neurons for Phase Transitions in the External Pallidum J Neurosci Spatial Transcriptomics and In Situ Sequencing to Study Alzheimer's Disease Single-ce,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Alzheimer's Disease,Disease,Alzheimer disease 18,http://purl.obolibrary.org/obo/MONDO_0014265,DOVES,local,,chunk_005,12865,12884,llm_masked_pass,tions in the External Pallidum J Neurosci Spatial Transcriptomics and In Situ Sequencing to Study Alzheimer's Disease Single-cell and spatial transcriptomics: deciphering brain complexity in health and disease Nat R,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Mammalian Brain,BrainAnatomy,"brain spatial pattern, abnormal",http://purl.obolibrary.org/obo/ZP_0014967,UPHENO,local,,chunk_005,13111,13126,llm_masked_pass,architecture using spatial transcriptomics Nature Spatial Transcriptomics: Molecular Maps of the Mammalian Brain Annu Rev Neurosci Sequencing-free whole-genome spatial transcriptomics at single-molecule resolut,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
macaque claustrum,BrainRegion,"claustrum bone absence of anatomical entity, abnormal",http://purl.obolibrary.org/obo/ZP_0146942,UPHENO,local,,chunk_005,13307,13324,llm_masked_pass,"le-molecule resolution Single-cell spatial transcriptome atlas and whole-brain connectivity of the macaque claustrum Cell Cytology, architecture, development, and connections of the primate striatum: Hints for huma",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
hypothalamic preoptic region,BrainRegion,anterior hypothalamic region,http://purl.obolibrary.org/obo/UBERON_0002550,UPHENO,local,,chunk_005,13713,13741,llm_masked_pass,"ization (MERFISH) Methods Enzymol Molecular, spatial, and functional single-cell profiling of the hypothalamic preoptic region Science High-performance multiplexed fluorescence in situ hybridization in culture and tissue wit",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
macaque cortex,BrainRegion,Purkinje cell layer of cerebellar cortex,http://bioontology.org/projects/ontologies/birnlex#birnlex_818,BIRNLEX,local,,chunk_005,14247,14261,llm_masked_pass,tomic methods Nat Methods Single-cell spatial transcriptome reveals cell-type organization in the macaque cortex Cell Cross-species single-cell spatial transcriptomic atlases of the cerebellar cortex Science,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
cerebellar cortex,BrainRegion,Purkinje cell layer of cerebellar cortex,http://bioontology.org/projects/ontologies/birnlex#birnlex_818,BIRNLEX,local,,chunk_005,14333,14350,llm_masked_pass,zation in the macaque cortex Cell Cross-species single-cell spatial transcriptomic atlases of the cerebellar cortex Science Single-cell spatial transcriptome atlas and whole-brain connectivity of the macaque claus,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
visual cortex,BrainRegion,visual cortex disorder,http://purl.obolibrary.org/obo/MONDO_0003584,DOVES,local,,chunk_005,14674,14687,llm_masked_pass,al profiling of the interplay between cell type-and vision-dependent transcriptomic programs in the visual cortex Proc Natl Acad Sci U S A Single-cell spatial transcriptomics reveals distinct patterns of dysregu,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Trem2(R47H) Alzheimer's risk gene mutation,DiseaseAssociatedMutation,Alzheimer risk factor gene,http://scai.fraunhofer.de/AlzheimerOntology#Alzheimer_risk_factor_gene,NIO,local,,chunk_005,14844,14886,llm_masked_pass,tomics reveals distinct patterns of dysregulation in non-neuronal and neuronal cells induced by the Trem2(R47H) Alzheimer's risk gene mutation Mol Psychiatry Re-activation of neurogenic niches in aging brain Genome-Scale Imaging of the 3D,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
neurogenic niches,NeurodevelopmentalEntity,"Urinary Bladder, Neurogenic [Disease/Finding]",http://purl.bioontology.org/ontology/NDFRT/N0000000565,NDFRT,local,,chunk_005,14921,14938,llm_masked_pass,l cells induced by the Trem2(R47H) Alzheimer's risk gene mutation Mol Psychiatry Re-activation of neurogenic niches in aging brain Genome-Scale Imaging of the 3D Organization and Transcriptional Activity of Chromat,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Chromatin,MolecularEntity,progressive alteration of chromatin involved in cell aging,http://purl.org/obo/owl/GO#GO_0001301,BIOMODELS,local,,chunk_005,15031,15040,llm_masked_pass,"niches in aging brain Genome-Scale Imaging of the 3D Organization and Transcriptional Activity of Chromatin Cell MERFISH+, a large-scale, multi-omics spatial technology resolves the molecular holograms of",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
human and non-human primate basal ganglia,BrainRegion,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_005,15231,15272,llm_masked_pass,grams of the 3D human developing heart bioRxiv A cross-species spatial transcriptomic atlas of the human and non-human primate basal ganglia bioRxiv D1 and D2 dopamine-receptor modulation of striatal glutamatergic signaling in striatal me,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
D1 and D2 dopamine-receptor,Receptor,dopamine receptor D1 agonist therapy,http://purl.obolibrary.org/obo/MAXO_0001333,MAXO,local,,chunk_005,15283,15310,llm_masked_pass,oss-species spatial transcriptomic atlas of the human and non-human primate basal ganglia bioRxiv D1 and D2 dopamine-receptor modulation of striatal glutamatergic signaling in striatal medium spiny neurons Trends Neurosci R,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
striatal glutamatergic signaling,MolecularPathway,autosomal dominant striatal neurodegeneration type 1,http://purl.obolibrary.org/obo/MONDO_0012205,EFO,local,,chunk_005,15325,15357,llm_masked_pass,f the human and non-human primate basal ganglia bioRxiv D1 and D2 dopamine-receptor modulation of striatal glutamatergic signaling in striatal medium spiny neurons Trends Neurosci Receptors are Morphologically Distinct and Diffe,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
striatal medium spiny neurons,CellType,striatal medium spiny neuron differentiation,http://purl.org/obo/owl/GO#GO_0021773,BIOMODELS,local,,chunk_005,15361,15390,llm_masked_pass,sal ganglia bioRxiv D1 and D2 dopamine-receptor modulation of striatal glutamatergic signaling in striatal medium spiny neurons Trends Neurosci Receptors are Morphologically Distinct and Differently Affected by Dopamine Dener,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Dopamine Denervation,NeuropathologicalProcess,dopamine d2 receptor,http://sbmi.uth.tmc.edu/ontology/ochv#13917,OCHV,local,,chunk_005,15476,15496,llm_masked_pass,spiny neurons Trends Neurosci Receptors are Morphologically Distinct and Differently Affected by Dopamine Denervation in Mice Striatal Neurons Expressing D(1) and D The dopamine D1-D2 receptor heteromer localizes in,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
Striatal Neurons,CellType,dopamine d2 receptor,http://sbmi.uth.tmc.edu/ontology/ochv#13917,OCHV,local,,chunk_005,15506,15522,llm_masked_pass,i Receptors are Morphologically Distinct and Differently Affected by Dopamine Denervation in Mice Striatal Neurons Expressing D(1) and D The dopamine D1-D2 receptor heteromer localizes in dynorphin/enkephalin neur,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
dopamine D1-D2 receptor heteromer,ReceptorComplex,dopamine receptor D1 agonist,http://purl.obolibrary.org/obo/CHEBI_131795,BAO,local,,chunk_005,15550,15583,llm_masked_pass,d Differently Affected by Dopamine Denervation in Mice Striatal Neurons Expressing D(1) and D The dopamine D1-D2 receptor heteromer localizes in dynorphin/enkephalin neurons: increased high affinity state following amphetamine and,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
dynorphin/enkephalin neurons,CellType,forebrain generation of neurons,http://purl.obolibrary.org/obo/GO_0021872,NIFDYS,local,,chunk_005,15597,15625,llm_masked_pass,in Mice Striatal Neurons Expressing D(1) and D The dopamine D1-D2 receptor heteromer localizes in dynorphin/enkephalin neurons: increased high affinity state following amphetamine and in schizophrenia J Biol Chem Downregulat,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_005.txt
